ID_Number,Date,AM_PM,Route_Number,Q1_1,Q1_2,Q1_3,Q1_4,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3Specified,Q4_1,Q4_2,Q4_3,Q4_4,Q4Specified,Q5Start,Q5End,Q6,Duration.of.Trip,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_5Specified,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11Specified,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_10Specified,Q13,Q14,Q15,Q16,Q16Specified,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q25Specified,Q26,Q26Specified,Q27,Q27Specified,Q27English,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q33
120,4/19/2013,pm,4,NA,NA,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,NA,,Yes,Walk,NA,NA,NA,NA,,NA,Sometimes,NA,NA,Ask the driver,NA,NA,NA,NA,,NA,NA,NA,Express cash fare,NA,NA,NA,NA,NA,NA,,NA,Yes,NA,NA,,NA,2,Not at all satisfied,NA,3,Not at all satisfied,2,Not at all satisfied,Completely satisfied,Not at all satisfied,2,3,Completely satisfied,Not at all satisfied,NA,NA,Not at all important,4,Not at all important,NA,NA,NA,FUJ,Male,54,African American,,In the United States,,Yes,NA,Very well,6,3,NA,No,No,No,No,No,NA,No,"Yes, but don't use regularly",NA,Yes
121,4/19/2013,pm,4,Express Route,NA,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,,Work,School,NA,NA,,,,NA,,Yes,Walk,NA,NA,NA,NA,,10-15 minutes,Rarely,Printable schedules online,NA,NA,NA,NA,Ask another rider,NA,,Adult cash fare,NA,NA,NA,NA,Summer youth bus pass,NA,10 ride tickets,NA,NA,,Yes,Yes,Not employed,Yes,,3,NA,NA,NA,2,NA,NA,NA,NA,Not at all satisfied,NA,2,NA,3,Completely satisfied,2,3,2,NA,3,3,4,NA,Male,NA,Caucasian,,In the United States,,Yes,NA,NA,3,2,"Less than $25,000",Yes,NA,NA,Yes,NA,Yes,"Yes, use regularly",NA,"Yes, but don't use regularly",NA
122,4/19/2013,pm,4,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,25,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,Yes,Unsure,,Extremely likely,3,3,4,3,Not at all satisfied,3,3,2,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,FUJ,Female,37,African American,,In the United States,,No,,,2,2,NA,NA,NA,NA,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",Yes
123,4/19/2013,pm,4,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,Other,friends home,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,Not at all satisfied,Completely satisfied,4,2,Not at all satisfied,4,2,3,3,3,3,4,2,Not at all satisfied,3,3,3,3,Extremely important,4,4,OCC,Male,42,Caucasian,,In the United States,,No,,,3,3,"$25,000 to less than $35,000",Yes,Yes,Yes,Yes,No,Yes,"Yes, use regularly",No,No,No
124,4/19/2013,pm,4,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,visiting,,,50,45-60 Minutes,Yes,Walk,NA,NA,NA,NA,,15-20 minutes,Sometimes,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,3,Completely satisfied,3,3,3,Completely satisfied,Completely satisfied,Completely satisfied,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,CAY,Female,40,Caucasian,,In the United States,,Yes,NA,NA,1,2,"$50,000 to less than $75,000",No,No,No,No,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
125,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,Yes,Yes,,Extremely likely,2,2,2,3,3,Completely satisfied,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,3,Not at all important,Extremely important,Extremely important,Not at all important,FUJ,Female,61,African American,,In the United States,,No,,,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
127,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,40,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,Monthly pass,NA,NA,NA,NA,NA,,No,No,Yes,Unsure,,Not at all likely,Completely satisfied,4,Not at all satisfied,3,3,4,2,2,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,3,Completely satisfied,Extremely important,Extremely important,4,Extremely important,Extremely important,Extremely important,GBO,Female,Refuse,African American,,In the United States,,No,,,4,3,NA,NA,NA,NA,NA,NA,NA,No,No,"Yes, but don't use regularly",No
128,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,10-15 minutes,Never,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,U of L,No,No,Yes,No,NA,NA,2,2,4,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Rarely,Printable schedules online,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,Yes,Unsure,,Not at all likely,4,Completely satisfied,Completely satisfied,Completely satisfied,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,4,Extremely important,4,4,Extremely important,Extremely important,ECA,Male,29,Asian,,Outside the United States,India,Yes,"Telagru (?), Hindi",Very well,2,2,"More than $75,000",Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Yes, but don't use regularly",No
130,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,Drive myself in my car,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,don't need it,Not at all likely,4,4,4,4,Not at all satisfied,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,FUJ,Male,47,African American,,In the United States,,No,,,3,3,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,No,No,"Yes, but don't use regularly",Yes
131,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,A few times a year,Drive myself in my car,NA,NA,NA,NA,NA,,NA,NA,NA,Other,Job interview,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Not employed,Yes,,Extremely likely,2,2,4,4,Completely satisfied,4,4,4,3,Not at all satisfied,2,4,4,Completely satisfied,3,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,ECA,Female,29,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, use regularly",Yes
132,4/19/2013,am,4,NA,BUS Bus Service,Trolley,NA,"Several times a week, but not every day",NA,Walk,NA,Get a ride in someone else's car,NA,NA,,NA,NA,Medical Appointment,Other,Job interview,,,25,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,Yes,No,Yes,,Extremely likely,4,4,4,4,4,4,4,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,4,4,ECA,Female,29,Other,Native American,In the United States,,No,,,5,3,"Less than $25,000",No,No,No,Yes,Yes,Yes,No,No,"Yes, but don't use regularly",Yes
133,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,Don't have car,,,30,30-45 Minutes,No,Walk,NA,NA,NA,NA,,15-20 minutes,Rarely,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,Yes,No,No,NA,,Extremely likely,4,3,2,4,Completely satisfied,NA,4,4,Not at all satisfied,2,2,3,3,3,Completely satisfied,2,2,4,4,3,NA,OCC,Male,33,Other,NA,In the United States,,Yes,NA,NA,1,1,"Less than $25,000",No,No,No,No,No,No,No,No,No,No
134,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every day,Drive myself in my car,Walk,Taxi,Get a ride in someone else's car,NA,NA,,Work,NA,NA,Other,personal,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,NA,NA,NA,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Yes,,Extremely likely,3,4,4,3,3,4,3,3,4,3,3,3,2,3,4,Extremely important,Extremely important,Extremely important,Extremely important,4,4,ECA,Female,26,Caucasian,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
135,4/18/2013,am,4,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,Walk,NA,Get a ride in someone else's car,Bicycle,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,Printable schedules online,Paper schedules,Ask the driver,BUS or Google’s online Trip Planner,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,U of L,Yes,No,No,Yes,,Extremely likely,4,4,Completely satisfied,4,3,Completely satisfied,3,NA,Completely satisfied,4,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,3,2,4,4,Not at all important,ECA,Female,24,Caucasian,,In the United States,,No,,,1,NA,"$25,000 to less than $35,000",Yes,Yes,Yes,No,Yes,Yes,"Yes, use regularly","Yes, use regularly","Yes, but don't use regularly",No
136,4/18/2013,am,4,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,NA,NA,NA,NA,NA,,Work,NA,NA,NA,,,,45,45-60 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,4/19/2013,am,4,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,NA,NA,NA,Bicycle,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,NA,Bicycle,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Not at all satisfied,NA,Completely satisfied,2,2,2,Completely satisfied,2,NA,Not at all satisfied,4,3,3,Not at all important,NA,2,2,OCC,Male,62,Caucasian,,In the United States,,Yes,NA,NA,1,1,"Less than $25,000",Yes,Yes,No,No,Yes,Yes,No,No,"Yes, use regularly",Yes
138,4/19/2013,am,4,NA,BUS Bus Service,Trolley,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,Ask the driver,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,No,Yes,,Extremely likely,Not at all satisfied,Not at all satisfied,3,3,Not at all satisfied,Completely satisfied,Completely satisfied,3,Not at all satisfied,3,Completely satisfied,Not at all satisfied,Completely satisfied,3,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,ECA,Female,40,Caucasian,,In the United States,,No,,,1,1,"Less than $25,000",No,No,No,Yes,Yes,Yes,No,No,No,No
139,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,NA,Male,52,African American,,In the United States,,No,,,1,1,"$25,000 to less than $35,000",No,No,No,No,No,No,No,No,No,No
140,4/19/2013,am,4,NA,BUS Bus Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,,Yes,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,4/19/2013,am,4,NA,BUS Bus Service,Trolley,NA,A few times a month,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,Other,library,,,25,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,10 ride special tickets,NA,,Yes,No,No,Unsure,,3,Not at all satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Not at all satisfied,3,3,3,3,3,Completely satisfied,Completely satisfied,Not at all satisfied,Completely satisfied,4,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,OCC,Female,69,Caucasian,,In the United States,,No,,,1,1,"Less than $25,000",No,Yes,No,Yes,No,No,No,No,No,Yes
142,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,Walk,NA,Get a ride in someone else's car,NA,NA,,NA,NA,Medical Appointment,NA,,,,10,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Sometimes,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,NA,NA,NA,NA,NA,NA,Transfer,NA,10 ride special tickets,NA,,No,Yes,Not employed,Yes,,3,Not at all satisfied,Not at all satisfied,2,2,2,2,2,Not at all satisfied,Completely satisfied,3,2,4,Completely satisfied,Not at all satisfied,4,Extremely important,Extremely important,Extremely important,3,Extremely important,Extremely important,FUJ,Female,18,African American,,In the United States,,No,,,5,5,"Less than $25,000",Yes,Yes,No,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",No
143,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,NA,NA,Walk,NA,NA,NA,NA,,NA,NA,NA,NA,,,,5,Less than 15 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,NA,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,4/18/2013,am,18,Express Route,NA,NA,NA,Every weekday,NA,NA,NA,NA,NA,NA,,Work,School,NA,Other,daycare,,,100,90-120 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,Yes,No,Yes,,Extremely likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,Not at all satisfied,3,Extremely important,Extremely important,2,Extremely important,Extremely important,Extremely important,IYV,Female,17,African American,,In the United States,,No,,,3,1,"Less than $25,000",No,No,No,Yes,Yes,Yes,"Yes, but don't use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
145,4/18/2013,am,18,NA,NA,NA,BUS3,Every weekday,NA,NA,NA,Get a ride in someone else's car,NA,NA,,Work,NA,NA,NA,,,,20,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,Printable schedules online,NA,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,Not employed,Unsure,,Not at all likely,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,NA,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,NA,Male,51,African American,,NA,,Yes,NA,Very well,2,2,"Less than $25,000",No,No,No,No,No,No,No,No,No,NA
146,4/18/2013,am,18,Express Route,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,Bicycle,NA,,Work,NA,NA,NA,,,,15,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Never,Printable schedules online,Paper schedules,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,Yes,Yes,,Extremely likely,2,2,4,3,3,4,Completely satisfied,2,4,4,3,4,2,Completely satisfied,4,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,JRY,Male,23,African American,,In the United States,,No,,,2,2,"Less than $25,000",Yes,Yes,No,Yes,No,Yes,"Yes, use regularly","Yes, use regularly","Yes, use regularly",Yes
147,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,NA,NA,NA,,NA,NA,Medical Appointment,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Rarely,NA,NA,Ask the driver,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,10 ride tickets,NA,NA,,No,No,Yes,No,no reason,3,Not at all satisfied,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,CAY,Male,52,Caucasian,,In the United States,,No,,,2,2,"Less than $25,000",No,No,No,No,No,No,No,No,No,No
148,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,"Several times a month, but not every week",NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,Medical Appointment,NA,,,,30,30-45 Minutes,No,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,NA,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,No,No,No,NA,Not at all likely,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,3,Not at all satisfied,Completely satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,2,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,Not at all important,JRY,Male,43,African American,,In the United States,,No,,,1,1,"Less than $25,000",Yes,No,No,No,No,Yes,No,No,No,No
149,4/18/2013,am,18,NA,BUS Bus Service,NA,BUS3,Every weekday,NA,NA,NA,NA,NA,NA,,NA,NA,Medical Appointment,NA,,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,0-5 minutes,Always,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,Transfer,NA,NA,NA,,Yes,No,No,NA,,Extremely likely,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,IYV,Female,38,African American,,In the United States,,Yes,English,Very well,1,1,"Less than $25,000",No,Yes,No,Yes,Yes,Yes,"Yes, use regularly",No,"Yes, use regularly",Yes
150,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,Every weekday,NA,Walk,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,NA,,,22,15-30 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Sometimes,Printable schedules online,Paper schedules,Ask the driver,NA,Call customer service,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,In the United States,,Yes,Spanish,NA,1,1,NA,No,No,Yes,No,NA,No,"Yes, use regularly","Yes, use regularly","Yes, use regularly",Yes
151,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",NA,NA,NA,Get a ride in someone else's car,NA,NA,,NA,NA,NA,Other,NA,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Rarely,NA,Paper schedules,NA,NA,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,Monthly pass,NA,Transfer,NA,NA,NA,,No,No,Not employed,Yes,,Extremely likely,2,2,4,Not at all satisfied,3,NA,4,4,4,Completely satisfied,4,4,4,2,4,Extremely important,4,Extremely important,Extremely important,Extremely important,2,IYV,Female,48,African American,,In the United States,,No,,,1,1,"Less than $25,000",No,No,No,Yes,No,Yes,"Yes, use regularly",No,"Yes, but don't use regularly",No
152,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,Every day,NA,NA,NA,NA,NA,NA,,Work,NA,Medical Appointment,NA,,,,60,60-90 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,Ask the driver,NA,Call customer service,Ask another rider,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,Unsure,,Extremely likely,4,4,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,3,Completely satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,AMF,Male,44,Caucasian,,In the United States,,No,,,1,1,"Less than $25,000",Yes,Yes,No,Yes,No,Yes,No,No,"Yes, but don't use regularly",Yes
153,4/18/2013,am,18,NA,BUS Bus Service,NA,NA,"Several times a week, but not every day",Drive myself in my car,NA,NA,NA,NA,NA,,NA,NA,NA,Other,home,,,30,30-45 Minutes,Yes,Walk,NA,NA,NA,NA,,5-10 minutes,Always,NA,Paper schedules,NA,BUS or Google’s online Trip Planner,Call customer service,NA,NA,,Adult cash fare,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,Not employed,Yes,,Extremely likely,3,3,4,4,3,Completely satisfied,Completely satisfied,4,Completely satisfied,4,3,3,3,2,4,3,4,Extremely important,Extremely important,3,4,OYS,Female,38,Caucasian,,In the United States,,No,,,6,2,"$35,000 to less than $50,000",Yes,Yes,Yes,Yes,Yes,Yes,"Yes, use regularly","Yes, but don't use regularly","Yes, but don't use regularly",No
